"","GVKEY","Year","EarningsBeforeInterestTaxes","Employees","TotalMarketValue","Company","Salary","TotalCompensation","State","NAICS","Gender","Age"
"852","011264",2021,4076,315,43917.7305,"WALGREENS BOOTS ALLIANCE INC",0,131.064,"IL",456110,"MALE",80
"853","011264",2022,3421,325,30314.2433,"WALGREENS BOOTS ALLIANCE INC",1500,17287.489,"IL",456110,"FEMALE",60
"854","011672",2010,2191.679,166,18465.8452,"TJX COS INC (THE)",1575,23079.11,"MA",448140,"FEMALE",57
"855","011672",2011,2447.062,168,25440.1371,"TJX COS INC (THE)",1320,11087.649,"MA",448140,"FEMALE",58
"856","011672",2012,3106.526,179,32705.8924,"TJX COS INC (THE)",1426.924,21768.8,"MA",448140,"FEMALE",59
"857","011672",2013,3350.57,191,40439.7751,"TJX COS INC (THE)",1475.001,22514.033,"MA",448140,"FEMALE",60
"858","011672",2014,3606.501,198,45151.294,"TJX COS INC (THE)",1575.002,28692.391,"MA",448140,"FEMALE",61
"859","011672",2015,3704.7,216,47267.455,"TJX COS INC (THE)",1575.002,19559.697,"MA",448140,"FEMALE",62
"860","011672",2016,3849.523,235,48422.2195,"TJX COS INC (THE)",1525.001,18536.866,"MA",448140,"MALE",56
"861","011672",2017,4087.426,249,50441.6829,"TJX COS INC (THE)",1619.232,16880.171,"MA",448140,"MALE",57
"862","011672",2018,4218.193,270,60530.5106,"TJX COS INC (THE)",1600.001,18822.77,"MA",448140,"MALE",58
"863","011672",2019,4416.209,286,70794.864,"TJX COS INC (THE)",1600.001,19083.676,"MA",448140,"MALE",59
"864","011672",2020,470.23,320,77148.8599,"TJX COS INC (THE)",1489.232,14541.737,"MA",448140,"MALE",60
"865","011672",2021,4513.932,340,85010.1723,"TJX COS INC (THE)",1600.001,31802,"MA",448140,"MALE",61
"866","012053",2010,2804.851,48.5,47385.7334,"EMC CORP/MA",1000,12436.161,"MA",334112,"MALE",63
"867","012053",2011,3606.073,53.6,44133.0906,"EMC CORP/MA",1000,13238.857,"MA",334112,"MALE",64
"868","012053",2012,4050.753,60,53306.0627,"EMC CORP/MA",1000,16592.231,"MA",334112,"MALE",65
"869","012053",2013,4374,63.9,50803,"EMC CORP/MA",1000,12645.957,"MA",334112,"MALE",66
"870","012053",2014,4459,70,59033.9,"EMC CORP/MA",1000,11203.318,"MA",334112,"MALE",67
"871","012053",2015,3557,72,49896.24,"EMC CORP/MA",1000,10407.71,"MA",334112,"MALE",68
"872","012124",2010,12132,62.542,41142.1186,"MORGAN STANLEY",800,15185.737,"NY",523110,"MALE",52
"873","012124",2011,14461,61.899,29155.2982,"MORGAN STANLEY",800,12981.856,"NY",523110,"MALE",53
"874","012124",2012,6402,57.061,37743.683,"MORGAN STANLEY",800,10672.214,"NY",523110,"MALE",54
"875","012124",2013,10004,55.794,60991.0918,"MORGAN STANLEY",1500,14408.563,"NY",523110,"MALE",55
"876","012124",2014,10806,55.802,75698.024,"MORGAN STANLEY",1500,23270.044,"NY",523110,"MALE",56
"877","012124",2015,11230,56.218,NA,"MORGAN STANLEY",1500,22116.052,"NY",523110,"MALE",57
"878","012124",2016,12083,55.311,78267.3645,"MORGAN STANLEY",1500,21205.835,"NY",523110,"MALE",58
"879","012124",2017,15913,57.633,93820.9249,"MORGAN STANLEY",1500,24509.722,"NY",523110,"MALE",59
"880","012124",2018,20068,60.348,67398.2199,"MORGAN STANLEY",1500,28168.639,"NY",523110,"MALE",60
"881","012124",2019,21820,60.431,81483.9509,"MORGAN STANLEY",1500,31642.395,"NY",523110,"MALE",61
"882","012124",2020,17545,68.097,NA,"MORGAN STANLEY",1500,29558.524,"NY",523110,"MALE",62
"883","012124",2021,21081,74.814,NA,"MORGAN STANLEY",1500,34941.635,"NY",523110,"MALE",63
"884","012141",2010,24157,89,199450.68,"MICROSOFT CORP",670,1351.121,"WA",513210,"MALE",54
"885","012141",2011,27161,90,217776,"MICROSOFT CORP",682.5,1376.915,"WA",513210,"MALE",55
"886","012141",2012,27956,94,256374.79,"MICROSOFT CORP",685,1318.128,"WA",513210,"MALE",56
"887","012141",2013,27497,99,287690.76,"MICROSOFT CORP",697.5,1261.218,"WA",513210,"MALE",57
"888","012141",2014,27504,128,343566.3,"MICROSOFT CORP",417.083,483.584,"WA",513210,"MALE",58
"889","012141",2015,28172,118,354392.05,"MICROSOFT CORP",1200,18294.27,"WA",513210,"MALE",48
"890","012141",2016,21292,114,399535.36,"MICROSOFT CORP",1200,17692.031,"WA",513210,"MALE",49
"891","012141",2017,22632,124,531312.44,"MICROSOFT CORP",1450,20014.152,"WA",513210,"MALE",50
"892","012141",2018,35058,131,757028.97,"MICROSOFT CORP",1500,25843.263,"WA",513210,"MALE",51
"893","012141",2019,42959,144,1023856.28,"MICROSOFT CORP",2333.333,42910.215,"WA",513210,"MALE",52
"894","012141",2020,52959,163,1540774.21,"MICROSOFT CORP",2500,44321.788,"WA",513210,"MALE",53
"895","012141",2021,69916,181,2036897.1,"MICROSOFT CORP",2500,49858.28,"WA",513210,"MALE",54
"896","012141",2022,83509,221,1916979.12,"MICROSOFT CORP",2500,54946.31,"WA",513210,"MALE",55
"897","012142",2010,12608,108,173426.96,"ORACLE CORP",0.001,77559.82,"TX",519130,"MALE",67
"898","012142",2011,14057,115,129835.35,"ORACLE CORP",0.001,96160.696,"TX",519130,"MALE",68
"899","012142",2012,14343,120,156941.88,"ORACLE CORP",0.001,79606.159,"TX",519130,"MALE",69
"900","012142",2013,14926,122,187577.28,"ORACLE CORP",0.001,67261.251,"TX",519130,"MALE",70
"901","012142",2014,14209,132,188877.07,"ORACLE CORP",950,53245.128,"TX",519130,"MALE",58
"902","012142",2015,13046,136,166066.2,"ORACLE CORP",950,41121.896,"TX",519130,"MALE",59
"903","012142",2016,13167,138,187778.43,"ORACLE CORP",950,40729.965,"TX",519130,"FEMALE",55
"904","012142",2017,14267,137,186739.84,"ORACLE CORP",950,108295.023,"TX",519130,"MALE",61
"905","012142",2018,13957,136,169965.4,"ORACLE CORP",950,965.981,"TX",519130,"FEMALE",57
"906","012142",2019,14139,135,164912.59,"ORACLE CORP",950,964.055,"TX",519130,"FEMALE",58
"907","012142",2020,15648,132,221574.36,"ORACLE CORP",950,10631.223,"TX",519130,"FEMALE",59
"908","012142",2021,15826,143,191666.8,"ORACLE CORP",950,138192.032,"TX",519130,"FEMALE",60
"909","012540",2010,1016.34,9.117,13952.7366,"ADOBE INC",909.583,12228.214,"CA",518210,"MALE",46
"910","012540",2011,1197.072,9.925,13478.0268,"ADOBE INC",896.434,10825.11,"CA",518210,"MALE",47
"911","012540",2012,1177.274,11.144,17101.9085,"ADOBE INC",893.182,12012.951,"CA",518210,"MALE",48
"912","012540",2013,449.22,11.847,28177.6996,"ADOBE INC",941.667,15747.478,"CA",518210,"MALE",49
"913","012540",2014,442.568,12.499,36654.6211,"ADOBE INC",991.667,17890.918,"CA",518210,"MALE",50
"914","012540",2015,894.654,13.893,45529.6111,"ADOBE INC",995.404,18357.186,"CA",518210,"MALE",51
"915","012540",2016,1492.094,15.706,50814.2537,"ADOBE INC",1010.26,20035.334,"CA",518210,"MALE",52
"916","012540",2017,2168.095,17.973,89149.3151,"ADOBE INC",1000,21934.033,"CA",518210,"MALE",53
"917","012540",2018,2840.369,21.357,122349.7701,"ADOBE INC",1000,28397.528,"CA",518210,"MALE",54
"918","012540",2019,3268.121,22.634,149298.3907,"ADOBE INC",1000,39145.631,"CA",518210,"MALE",55
"919","012540",2020,4237,22.516,229187.13,"ADOBE INC",1000,45889.954,"CA",518210,"MALE",56
"920","012540",2021,5802,25.988,318178.75,"ADOBE INC",1019.231,36128.725,"CA",518210,"MALE",57
"921","012886",2010,4459,51,32854.2478,"TWENTY-FIRST CENTURY FOX INC",8100,22725.275,"CA",515210,"MALE",79
"922","012886",2011,4975,51,46798.4352,"TWENTY-FIRST CENTURY FOX INC",8100,33292.753,"CA",515210,"MALE",80
"923","012886",2012,5603,48,53301.6214,"TWENTY-FIRST CENTURY FOX INC",8100,30022.292,"CA",515210,"MALE",81
"924","012886",2013,5375,25.6,75653.1804,"TWENTY-FIRST CENTURY FOX INC",8100,28913.04,"CA",515210,"MALE",82
"925","012886",2014,5488,27,76835.3297,"TWENTY-FIRST CENTURY FOX INC",7100,29247.871,"CA",515210,"MALE",83
"926","012886",2015,5906,20.5,66083.2354,"TWENTY-FIRST CENTURY FOX INC",3000,15054.203,"CA",515210,"MALE",42
"927","012886",2016,5992,21.5,50738.4434,"TWENTY-FIRST CENTURY FOX INC",3000,26379.673,"CA",515210,"MALE",43
"928","012886",2017,6555,21.7,52083.6789,"TWENTY-FIRST CENTURY FOX INC",3000,20315.944,"CA",515210,"MALE",44
"929","012886",2018,6444,22.4,91717.9798,"TWENTY-FIRST CENTURY FOX INC",3000,50263.861,"CA",515210,"MALE",45
"930","013599",2010,1036.864,4.182,27818.7463,"CELGENE CORP",889.375,7404.833,"NJ",325412,"MALE",55
"931","013599",2011,1518.499,4.46,29574.4592,"CELGENE CORP",1041.667,8917.999,"NJ",325412,"MALE",56
"932","013599",2012,2037.902,4.7,32937.9394,"CELGENE CORP",1158.333,10574.022,"NJ",325412,"MALE",57
"933","013599",2013,1980,5.1,69226.1896,"CELGENE CORP",1262.5,20995.785,"NJ",325412,"MALE",58
"934","013599",2014,2721.9,6.012,89510.372,"CELGENE CORP",1380,24236.113,"NJ",325412,"MALE",59
"935","013599",2015,2554.2,6.971,94203.216,"CELGENE CORP",1483.333,22472.912,"NJ",325412,"MALE",60
"936","013599",2016,4378.9,7.132,90122.95,"CELGENE CORP",1062.583,12192.417,"NJ",325412,"MALE",57
"937","013599",2017,5805,7.467,79240.548,"CELGENE CORP",1266.667,13115.985,"NJ",325412,"MALE",58
"938","013599",2018,6464,8.852,44875.818,"CELGENE CORP",1354.167,16223.923,"NJ",325412,"MALE",59
"939","013721",2013,1131,9.8,16345,"ZOETIS INC",825,6618.361,"NJ",325412,"MALE",62
"940","013721",2014,1164,10,21572.1438,"ZOETIS INC",1050,7636.726,"NJ",325412,"MALE",63
"941","013721",2015,1293,9,23835.408,"ZOETIS INC",1115,8682.187,"NJ",325412,"MALE",64
"942","013721",2016,1484,9,26382.5282,"ZOETIS INC",1150,9466.626,"NJ",325412,"MALE",65
"943","013721",2017,1750,9.2,35020.8052,"ZOETIS INC",1190,10528.769,"NJ",325412,"MALE",66
"944","013721",2018,1919,10,41021.7335,"ZOETIS INC",1200,11669.4,"NJ",325412,"MALE",67
"945","013721",2019,2113,10.6,62936.1308,"ZOETIS INC",1200,21145.419,"NJ",325412,"MALE",68
"946","013721",2020,2313,11.3,78665.129,"ZOETIS INC",1100,10374.312,"NJ",325412,"FEMALE",49
"947","013721",2021,2839,12.1,115322.2332,"ZOETIS INC",1200,13098.491,"NJ",325412,"FEMALE",50
"948","013988",2010,1323,12.8,20572.756,"SCHWAB (CHARLES) CORP",900,10018.919,"TX",523920,"MALE",49
"949","013988",2011,1529,14.1,14313.3066,"SCHWAB (CHARLES) CORP",900,10104.377,"TX",523920,"MALE",50
"950","013988",2012,1516,13.8,NA,"SCHWAB (CHARLES) CORP",983.333,10232.432,"TX",523920,"MALE",51
"951","013988",2013,1776,13.8,NA,"SCHWAB (CHARLES) CORP",1000,12726.488,"TX",523920,"MALE",52
"952","013988",2014,2180,14.6,39570.6972,"SCHWAB (CHARLES) CORP",1000,11841.179,"TX",523920,"MALE",53
"953","013988",2015,2305,15.3,43478.7303,"SCHWAB (CHARLES) CORP",1000,12337.373,"TX",523920,"MALE",54
"954","013988",2016,3108,16.2,NA,"SCHWAB (CHARLES) CORP",1041.667,19547.649,"TX",523920,"MALE",55
"955","013988",2017,3828,17.6,NA,"SCHWAB (CHARLES) CORP",1133.333,14348.737,"TX",523920,"MALE",56
"956","013988",2018,4818,19.5,55335.6933,"SCHWAB (CHARLES) CORP",1275,15627.607,"TX",523920,"MALE",57
"957","013988",2019,5158,19.7,NA,"SCHWAB (CHARLES) CORP",1300,16101.141,"TX",523920,"MALE",58
"958","013988",2020,5082,32,NA,"SCHWAB (CHARLES) CORP",1383.333,15959.193,"TX",523920,"MALE",59
"959","013988",2021,8794,33.4,NA,"SCHWAB (CHARLES) CORP",1400,21938.404,"TX",523920,"MALE",60
"960","016101",2010,5176.983,NA,NA,"ABBVIE INC",742.08,7600.509,"IL",325414,"MALE",56
"961","016101",2011,6025.232,NA,NA,"ABBVIE INC",825,5552.839,"IL",325414,"MALE",57
"962","016101",2012,6464,21.5,NA,"ABBVIE INC",863.942,7949.217,"IL",325414,"MALE",58
"963","016101",2013,6315,25,83828.5344,"ABBVIE INC",1500,18176.794,"IL",325414,"MALE",59
"964","016101",2014,5964,26,104140.4962,"ABBVIE INC",1595.961,22006.271,"IL",325414,"MALE",60
"965","016101",2015,8817,28,95370.0613,"ABBVIE INC",1588.461,20810.103,"IL",325414,"MALE",61
"966","016101",2016,10001,30,99723.1641,"ABBVIE INC",1600,20970.924,"IL",325414,"MALE",62
"967","016101",2017,10714,29,153974.989,"ABBVIE INC",1638.462,22625.243,"IL",325414,"MALE",63
"968","016101",2018,12580,30,136332.7846,"ABBVIE INC",1650,21283.587,"IL",325414,"MALE",64
"969","016101",2019,13855,30,130942.8685,"ABBVIE INC",1650,21610.598,"IL",325414,"MALE",65
"970","016101",2020,15898,47,189134.001,"ABBVIE INC",1688.462,24007.591,"IL",325414,"MALE",66
"971","016101",2021,19969,50,239432.9652,"ABBVIE INC",1700,23912.154,"IL",325414,"MALE",67
"972","016478",2010,276.23,2.29,23225.1786,"EOG RESOURCES INC",940,13086.345,"TX",2111,"MALE",63
"973","016478",2011,1587.227,2.55,26501.0617,"EOG RESOURCES INC",940,14814.499,"TX",2111,"MALE",64
"974","016478",2012,1245.975,2.65,32810.4293,"EOG RESOURCES INC",940,16724.459,"TX",2111,"MALE",65
"975","016478",2013,3421.139,2.8,45834.7542,"EOG RESOURCES INC",775,8751.908,"TX",2111,"MALE",60
"976","016478",2014,4679.989,3,50481.5207,"EOG RESOURCES INC",906.731,10548.457,"TX",2111,"MALE",61
"977","016478",2015,-6725.19,2.76,38924.5186,"EOG RESOURCES INC",925,7734.737,"TX",2111,"MALE",62
"978","016478",2016,-1252.365,2.65,58304.37,"EOG RESOURCES INC",925,10450.384,"TX",2111,"MALE",63
"979","016478",2017,987.888,2.664,62423.4531,"EOG RESOURCES INC",945.192,10559.647,"TX",2111,"MALE",64
"980","016478",2018,4258.149,2.8,50583.8058,"EOG RESOURCES INC",1000,12042.335,"TX",2111,"MALE",65
"981","016478",2019,3532.04,2.9,48741.1166,"EOG RESOURCES INC",1000,12738.856,"TX",2111,"MALE",66
"982","016478",2020,-198.523,2.9,29102.6858,"EOG RESOURCES INC",1038.462,7891.608,"TX",2111,"MALE",67
"983","016478",2021,6010,2.8,51989.09,"EOG RESOURCES INC",687.933,9752.887,"TX",2111,"MALE",44
"984","017874",2013,1156,40,26975.2432,"T-MOBILE US INC",1250,29245.708,"WA",517312,"MALE",54
"985","017874",2014,880,45,21753.2149,"T-MOBILE US INC",1250,18567.001,"WA",517312,"MALE",55
"986","017874",2015,2278,50,32015.4559,"T-MOBILE US INC",1492.358,24457.987,"WA",517312,"MALE",56
"987","017874",2016,3071,50,47523.7911,"T-MOBILE US INC",1500,20059.915,"WA",517312,"MALE",57
"988","017874",2017,4854,51,54580.9386,"T-MOBILE US INC",1618.59,23631.206,"WA",517312,"MALE",58
"989","017874",2018,5347,52,54079.9498,"T-MOBILE US INC",1878.205,66538.207,"WA",517312,"MALE",59
"990","017874",2019,6342,53,67198.4901,"T-MOBILE US INC",2000,27756.69,"WA",517312,"MALE",60
"991","017874",2020,9427,75,167457.5391,"T-MOBILE US INC",1446.154,54914.014,"WA",517312,"MALE",50
"992","017874",2021,9999,75,144883.8397,"T-MOBILE US INC",1498.462,22610.659,"WA",517312,"MALE",51
"993","020779",2010,9204,70.7,130460.85,"CISCO SYSTEMS INC",382.212,18871.875,"CA",334210,"MALE",61
"994","020779",2011,8607,71.825,86796.95,"CISCO SYSTEMS INC",375,12886.125,"CA",334210,"MALE",62
"995","020779",2012,10384,66.639,84503.1,"CISCO SYSTEMS INC",375,11687.666,"CA",334210,"MALE",63
"996","020779",2013,11553,75.049,137904.51,"CISCO SYSTEMS INC",1100,21049.501,"CA",334210,"MALE",64
"997","020779",2014,10186,74.042,128849.61,"CISCO SYSTEMS INC",1100,16488.184,"CA",334210,"MALE",65
"998","020779",2015,11457,71.833,144515.7,"CISCO SYSTEMS INC",1100,19621.124,"CA",334210,"MALE",66
"999","020779",2016,12705,73.7,153535.37,"CISCO SYSTEMS INC",1172.115,16034.571,"CA",334210,"MALE",50
"1000","020779",2017,12739,72.9,156715.35,"CISCO SYSTEMS INC",1187.308,16753.764,"CA",334210,"MALE",51
"1001","020779",2018,12789,74.2,195126.06,"CISCO SYSTEMS INC",1231.25,21284.464,"CA",334210,"MALE",52
"1002","020779",2019,14171,75.9,235450,"CISCO SYSTEMS INC",1325,25832.424,"CA",334210,"MALE",53
"1003","020779",2020,14126,77.5,199562.7,"CISCO SYSTEMS INC",1390,23171.957,"CA",334210,"MALE",54
"1004","020779",2021,13808,79.5,233495.29,"CISCO SYSTEMS INC",1416.731,25446.695,"CA",334210,"MALE",55
"1005","020779",2022,14116,83.3,186470.7,"CISCO SYSTEMS INC",1390,29283.936,"CA",334210,"MALE",56
"1006","024468",2010,1840.689,4.85,16128.0729,"BIOGEN INC",516.923,9407.601,"MA",325414,"MALE",62
"1007","024468",2011,2097.553,5,26644.7558,"BIOGEN INC",1242.308,11331.441,"MA",325414,"MALE",63
"1008","024468",2012,2156.379,5.95,34628.5073,"BIOGEN INC",1294.231,13451.802,"MA",325414,"MALE",64
"1009","024468",2013,2605.221,6.85,66071.8099,"BIOGEN INC",1498.462,15015.147,"MA",325414,"MALE",65
"1010","024468",2014,3967.663,7.55,79622.4104,"BIOGEN INC",1375,18631.369,"MA",325414,"MALE",66
"1011","024468",2015,5014.9,7.35,66968.11,"BIOGEN INC",1538.462,16874.386,"MA",325414,"MALE",67
"1012","024468",2016,5730.3,7.4,61224.922,"BIOGEN INC",1500,17733.788,"MA",325414,"MALE",68
"1013","024468",2017,5709,7.3,67377.555,"BIOGEN INC",1087.885,13664.373,"MA",325414,"MALE",55
"1014","024468",2018,6386,7.8,59341.424,"BIOGEN INC",1276.923,16168.646,"MA",325414,"MALE",56
"1015","024468",2019,7503.4,7.4,51690.366,"BIOGEN INC",1388.461,18159.858,"MA",325414,"MALE",57
"1016","024468",2020,4888.9,9.1,37316.664,"BIOGEN INC",1488.462,18659.829,"MA",325414,"MALE",58
"1017","024468",2021,3444.5,9.61,35268.24,"BIOGEN INC",1533.173,17689.665,"MA",325414,"MALE",59
"1018","024616",2014,1268,15.8,NA,"PAYPAL HOLDINGS INC",204.231,38687.906,"CA",518210,"MALE",56
"1019","024616",2015,1509,16.8,44308.8,"PAYPAL HOLDINGS INC",942.308,14444.491,"CA",518210,"MALE",57
"1020","024616",2016,1586,18.1,47640.29,"PAYPAL HOLDINGS INC",1000,18934.341,"CA",518210,"MALE",58
"1021","024616",2017,1967,18.7,88344,"PAYPAL HOLDINGS INC",1000,19218.634,"CA",518210,"MALE",59
"1022","024616",2018,2527,21.8,98721.66,"PAYPAL HOLDINGS INC",1000,37764.588,"CA",518210,"MALE",60
"1023","024616",2019,2793,23.2,126883.41,"PAYPAL HOLDINGS INC",1000,25825.473,"CA",518210,"MALE",61
"1024","024616",2020,3788,26.5,274482.4,"PAYPAL HOLDINGS INC",1038.462,23362.072,"CA",518210,"MALE",62
"1025","024616",2021,4324,30.9,220261.44,"PAYPAL HOLDINGS INC",1122.115,32070.353,"CA",518210,"MALE",63
"1026","024800",2010,3286,17.5,72753.59,"QUALCOMM INC",1146.644,17626.939,"CA",334413,"MALE",47
"1027","024800",2011,4882,21.2,81747.03,"QUALCOMM INC",1150.591,21722.333,"CA",334413,"MALE",48
"1028","024800",2012,5705,26.6,106573.82,"QUALCOMM INC",1189.246,20730.873,"CA",334413,"MALE",49
"1029","024800",2013,7561,31,113434.2,"QUALCOMM INC",1200.014,20448.94,"CA",334413,"MALE",50
"1030","024800",2014,8034,31.3,124791.13,"QUALCOMM INC",1069.239,60740.592,"CA",334413,"MALE",45
"1031","024800",2015,7212,33,81884.52,"QUALCOMM INC",1141.886,10372.325,"CA",334413,"MALE",46
"1032","024800",2016,6269,30.5,101106,"QUALCOMM INC",1138.694,11066.012,"CA",334413,"MALE",47
"1033","024800",2017,5326,33.8,76412.16,"QUALCOMM INC",1156.079,11591.31,"CA",334413,"MALE",48
"1034","024800",2018,3877,35.4,87804.57,"QUALCOMM INC",1390.739,19975.472,"CA",334413,"MALE",49
"1035","024800",2019,3358,37,87340.6,"QUALCOMM INC",1198.709,23065.052,"CA",334413,"MALE",50
"1036","024800",2020,4429,41,133096.08,"QUALCOMM INC",1528.659,25930.689,"CA",334413,"MALE",51
"1037","024800",2021,9786,45,145102.5,"QUALCOMM INC",1064.59,7380.553,"CA",334413,"MALE",52
"1038","024856",2010,4138.247,4,29064.4075,"GILEAD SCIENCES INC",1341.679,14244.388,"CA",325414,"MALE",58
"1039","024856",2011,3863.87,4.5,30824.6286,"GILEAD SCIENCES INC",1423.354,15615.645,"CA",325414,"MALE",59
"1040","024856",2012,4306.805,5,55791.2979,"GILEAD SCIENCES INC",1494.214,15257.272,"CA",325414,"MALE",60
"1041","024856",2013,4591.786,6.1,115234.4914,"GILEAD SCIENCES INC",1568.765,15451.862,"CA",325414,"MALE",61
"1042","024856",2014,15383,7,141295.74,"GILEAD SCIENCES INC",1605.017,18957.994,"CA",325414,"MALE",62
"1043","024856",2015,22267,8,143892.18,"GILEAD SCIENCES INC",1727.423,18755.952,"CA",325414,"MALE",63
"1044","024856",2016,18465,9,93809.1,"GILEAD SCIENCES INC",1465.385,13935.212,"CA",325414,"MALE",55
"1045","024856",2017,14448,10,93705.12,"GILEAD SCIENCES INC",1539.462,15438.459,"CA",325414,"MALE",56
"1046","024856",2018,9065,11,80189.1,"GILEAD SCIENCES INC",1581.623,25961.831,"CA",325414,"MALE",57
"1047","024856",2019,5087,11.8,82264.68,"GILEAD SCIENCES INC",1267.692,29107.854,"CA",325414,"MALE",55
"1048","024856",2020,10588,13.6,73058.04,"GILEAD SCIENCES INC",1702.885,18998.095,"CA",325414,"MALE",56
"1049","024856",2021,12095,14.4,91052.94,"GILEAD SCIENCES INC",1650,19229.466,"CA",325414,"MALE",57
"1050","025056",2010,5439,31,35354.83,"TIME WARNER INC",2000,26303.071,"NY",512110,"MALE",57
"1051","025056",2011,5977,34,35200.36,"TIME WARNER INC",2000,25938.721,"NY",512110,"MALE",58
"1052","025056",2012,6245,34,44577.56,"TIME WARNER INC",2000,25889.823,"NY",512110,"MALE",59
"1053","025056",2013,6845,34,62399.4,"TIME WARNER INC",2000,32501.715,"NY",512110,"MALE",60
"1054","025056",2014,6172,25.6,71069.44,"TIME WARNER INC",2000,32903.139,"NY",512110,"MALE",61
"1055","025056",2015,6983,24.8,51412.65,"TIME WARNER INC",2000,31493.211,"NY",512110,"MALE",62
"1056","025056",2016,7718,25,74521.16,"TIME WARNER INC",2000,32614.304,"NY",512110,"MALE",63
"1057","025056",2017,8285,26,71346.6,"TIME WARNER INC",2000,48998.53,"NY",512110,"MALE",64
"1058","025124",2010,2162,26.261,29022.4027,"LINDE PLC",1083.75,15326.642,NA,325120,"MALE",54
"1059","025124",2011,2462,26.184,31912.857,"LINDE PLC",1145,18647.027,NA,325120,"MALE",55
"1060","025124",2012,2459,26.539,32422.2641,"LINDE PLC",1190,17781.195,NA,325120,"MALE",56
"1061","025124",2013,2616,27.56,38246.244,"LINDE PLC",1237.5,13585.609,NA,325120,"MALE",57
"1062","025124",2014,2730,27.78,37476.7847,"LINDE PLC",1287.5,19687.401,NA,325120,"MALE",58
"1063","025124",2015,2458,26.657,29171.6096,"LINDE PLC",1300,15079.525,NA,325120,"MALE",59
"1064","025124",2016,2311,26.498,33387.5482,"LINDE PLC",1318.75,13037.062,NA,325120,"MALE",60
"1065","025124",2017,2496,26.461,44358.6664,"LINDE PLC",1325,21969.671,NA,325120,"MALE",61
"1066","025124",2018,2958,80.82,85391.6417,"LINDE PLC",1381.25,66149.326,NA,325120,"MALE",62
"1067","025124",2019,3280,79.886,113769.7149,"LINDE PLC",1520.833,22475.878,NA,325120,"MALE",63
"1068","025124",2020,3889,74.207,137893.4655,"LINDE PLC",1098.754,11182.657,NA,325120,"MALE",64
"1069","025124",2021,5283,72.327,176222.3588,"LINDE PLC",1586.25,31426.032,NA,325120,"MALE",65
"1070","025356",2010,2163.5,13.17,28542.1295,"EXPRESS SCRIPTS HOLDING CO",1066.308,10311.196,"MO",446110,"MALE",54
"1071","025356",2011,2404.2,13.12,21655.9696,"EXPRESS SCRIPTS HOLDING CO",1115.739,8515.95,"MO",446110,"MALE",55
"1072","025356",2012,3559.3,30.215,44177.4,"EXPRESS SCRIPTS HOLDING CO",1226.123,12754.69,"MO",446110,"MALE",56
"1073","025356",2013,4276.9,29.975,54337.664,"EXPRESS SCRIPTS HOLDING CO",1187.308,13040.682,"MO",446110,"MALE",57
"1074","025356",2014,4679.1,29.5,61478.887,"EXPRESS SCRIPTS HOLDING CO",1235.385,12921.006,"MO",446110,"MALE",58
"1075","025356",2015,4916.1,25.9,59167.829,"EXPRESS SCRIPTS HOLDING CO",1324.058,14835.587,"MO",446110,"MALE",59
"1076","025356",2016,5087.8,25.6,41652.345,"EXPRESS SCRIPTS HOLDING CO",1214.231,14522.178,"MO",446110,"MALE",56
"1077","025356",2017,5628.7,26.6,42126.816,"EXPRESS SCRIPTS HOLDING CO",1436.539,15895.415,"MO",446110,"MALE",57
"1078","025434",2010,1325.9,137,18973.43,"STARBUCKS CORP",1280.804,21733.013,"WA",722513,"MALE",57
"1079","025434",2011,1524.6,149,27773.592,"STARBUCKS CORP",1382.692,16079.48,"WA",722513,"MALE",58
"1080","025434",2012,1786.7,160,37997.003,"STARBUCKS CORP",1482.692,28909.773,"WA",722513,"MALE",59
"1081","025434",2013,2207.3,182,57973.804,"STARBUCKS CORP",1500,17242.507,"WA",722513,"MALE",60
"1082","025434",2014,2797.6,191,56557.27,"STARBUCKS CORP",1500,21466.454,"WA",722513,"MALE",61
"1083","025434",2015,3363,238,84413.084,"STARBUCKS CORP",1500,20091.353,"WA",722513,"MALE",62
"1084","025434",2016,3853.7,254,79071.47,"STARBUCKS CORP",1500,21815.498,"WA",722513,"MALE",63
"1085","025434",2017,3908.1,277,76891.236,"STARBUCKS CORP",807.693,17980.89,"WA",722513,"MALE",64
"1086","025434",2018,3873.5,291,74409.244,"STARBUCKS CORP",1461.533,13382.48,"WA",722513,"MALE",57
"1087","025434",2019,3928.3,346,104742.332,"STARBUCKS CORP",1499.992,19241.95,"WA",722513,"MALE",58
"1088","025434",2020,1299.6,349,100809.936,"STARBUCKS CORP",1540.379,14665.575,"WA",722513,"MALE",59
"1089","025434",2021,4447.2,383,130165.8,"STARBUCKS CORP",1609.61,20425.163,"WA",722513,"MALE",60
"1090","025434",2022,4425.8,402,96722.054,"STARBUCKS CORP",1302.595,16718.154,"WA",722513,"MALE",61
"1091","027845",2010,510.6,6.03,6497.57,"ALLERGAN PLC",1000,5617.342,NA,325412,"MALE",49
"1092","027845",2011,630.2,6.686,7675.248,"ALLERGAN PLC",1153.846,7869.341,NA,325412,"MALE",50
"1093","027845",2012,683.8,17.7,10982.2,"ALLERGAN PLC",1200,8659.309,NA,325412,"MALE",51
"1094","027845",2013,1056.4,19.2,29262.576,"ALLERGAN PLC",1276.923,11381.072,NA,325412,"MALE",52
