Age,Highschool,Internet,BusinessPlan,Group,Female,Married,NumberWorkers,Loan,OperatesFirm,WorkHours
20,0,0,74,true winners,0,0,NA,NA,1,45
30,0,1,71,true winners,0,0,3,0,1,72
26,0,1,73,true winners,0,0,NA,NA,1,30
32,0,1,67,true winners,0,1,5,0,1,105
31,0,1,61,true winners,1,1,4,0,1,72
26,0,1,72,true winners,0,1,NA,NA,1,56
34,1,0,55,true winners,0,1,NA,0,1,84
29,0,1,68,true winners,0,1,0,0,0,0
35,0,0,67,true winners,0,1,9,0,1,126
31,0,0,57,true winners,0,1,5,0,1,72
34,0,1,75,true winners,0,1,18,0,0,0
35,0,1,44,true winners,0,1,15,0,1,40
32,0,1,67,true winners,0,0,6,1,1,60
38,0,0,54,true winners,1,1,2,0,1,75
33,0,1,75,true winners,0,1,NA,0,1,10
23,0,0,70,true winners,1,0,8,0,NA,NA
36,0,0,71,true winners,0,0,NA,1,NA,NA
37,0,1,64,true winners,1,1,9,1,NA,NA
25,0,1,76,true winners,0,0,7,0,0,0
28,0,0,67,true winners,0,0,8,0,1,45
28,0,1,59,true winners,0,1,6,0,1,48
34,0,1,46,true winners,0,1,4,0,1,84
38,0,1,57,true winners,0,0,14,0,1,40
39,0,1,68,true winners,0,1,NA,0,1,60
31,0,0,64,true winners,0,0,5,0,1,1
31,0,1,65,true winners,0,0,7,0,NA,NA
32,0,0,64,true winners,0,0,4,1,1,90
32,0,0,53,true winners,0,0,4,0,1,60
29,0,0,63,true winners,0,0,9,1,1,55
38,0,1,62,true winners,0,0,2,0,1,100
26,0,0,60,true winners,0,0,5,0,1,36
29,0,0,54,true winners,0,0,1,0,1,30
33,0,1,66,true winners,0,0,5,0,1,75
38,0,1,60,true winners,0,1,7,0,NA,NA
27,0,1,71,true winners,1,1,NA,NA,0,0
32,0,1,78,true winners,1,1,NA,0,1,20
32,0,1,67,true winners,1,0,6,0,NA,NA
35,1,0,63,true winners,0,0,5,0,1,60
37,0,0,67,true winners,0,1,25,0,1,56
35,0,1,60,true winners,1,0,3,0,1,56
28,0,1,60,true winners,0,0,NA,0,1,50
32,0,1,77,true winners,0,1,NA,NA,1,56
27,0,1,61,true winners,0,0,3,0,1,96
38,0,0,65,true winners,0,1,35,0,1,54
26,0,0,72,true winners,1,0,NA,NA,1,55
35,0,0,61,true winners,0,0,1,0,1,70
37,0,1,77,true winners,0,1,6,0,1,22
37,0,0,70,true winners,0,0,NA,NA,1,100
37,0,0,52,true winners,0,1,30,0,1,66
38,0,1,62,true winners,0,0,3,0,1,45
35,0,1,81,true winners,0,1,NA,0,1,56
26,0,1,61,true winners,1,0,NA,0,1,65
25,0,1,79,true winners,0,0,8,0,1,64
40,0,1,74,true winners,0,1,5,0,0,0
23,0,1,63,true winners,1,0,13,0,NA,NA
40,1,0,49,true winners,0,1,NA,0,1,52
38,0,1,67,true winners,0,1,20,0,1,48
32,0,1,58,true winners,0,1,NA,0,1,110
28,0,0,74,true winners,0,1,4,0,1,56
27,0,1,60,true winners,1,0,NA,NA,1,52
27,0,0,69,true winners,0,0,NA,0,1,8
39,0,0,62,true winners,0,1,15,0,1,70
31,0,1,73,true winners,0,0,NA,NA,1,66
26,0,1,49,true winners,0,0,7,0,1,74
34,0,1,75,true winners,0,0,NA,NA,NA,NA
26,0,1,83,true winners,0,1,22,1,1,24
29,0,1,57,true winners,1,0,8,0,1,54
31,0,0,65,true winners,0,1,NA,0,1,72
38,0,1,59,true winners,0,1,3,0,1,30
37,0,1,63,true winners,0,1,4,0,NA,NA
33,0,0,53,true winners,0,1,12,0,1,18
30,0,0,65,true winners,0,1,5,0,1,81
24,0,0,69,true winners,0,0,NA,NA,0,0
28,1,1,67,true winners,0,0,0,0,1,50
30,0,0,48,true winners,0,0,11,1,1,48
26,0,1,77,true winners,0,0,NA,NA,1,98
37,0,1,55,true winners,0,1,8,0,1,105
32,0,1,62,true winners,0,1,5,0,1,72
36,0,1,59,true winners,0,1,4,0,1,42
37,0,1,53,true winners,0,1,19,0,1,30
28,0,1,63,true winners,0,0,NA,NA,1,126
34,0,0,61,true winners,0,1,11,0,1,46
39,0,1,61,true winners,0,0,NA,0,NA,NA
37,0,1,69,true winners,0,1,NA,NA,1,28
34,0,0,86,true winners,1,1,NA,NA,1,50
37,0,1,60,true winners,1,1,3,0,1,23
28,0,0,38,true winners,0,0,10,0,1,56
34,0,0,61,true winners,0,0,NA,NA,1,54
24,1,0,78,true winners,1,1,NA,NA,1,72
31,0,1,54,true winners,0,0,NA,NA,NA,NA
35,0,1,47,true winners,1,1,4,0,1,36
31,0,0,47,true winners,0,0,6,0,1,56
34,1,1,64,true winners,0,1,20,1,NA,NA
27,0,0,79,true winners,0,0,NA,0,1,74
27,0,0,59,true winners,0,0,NA,NA,0,0
38,0,1,67,true winners,0,1,3,0,NA,NA
30,0,1,62,true winners,0,0,7,1,1,70
35,0,1,59,true winners,0,1,5,0,1,60
30,0,1,62,true winners,0,1,4,0,1,NA
34,0,1,65,true winners,0,1,2,0,1,60
30,0,0,54,true winners,0,1,6,NA,1,54
32,0,0,49,true winners,0,0,5,0,1,48
34,0,1,54,true winners,0,1,0,0,NA,NA
25,0,1,56,true winners,0,0,1,0,1,50
30,0,0,79,true winners,0,0,NA,NA,1,58
27,0,0,59,true winners,0,0,NA,0,1,50
27,0,0,71,true winners,0,0,NA,NA,0,0
24,0,0,54,true winners,0,0,26,0,NA,NA
21,1,1,73,true winners,0,0,11,0,1,50
36,0,0,60,true winners,0,0,3,0,1,60
36,0,1,55,true winners,0,1,7,0,1,98
29,1,0,44,true winners,0,1,18,0,1,58
29,0,0,77,true winners,1,0,NA,NA,0,0
29,0,0,76,true winners,0,0,10,1,1,56
36,0,0,69,true winners,1,1,NA,NA,NA,NA
33,0,1,56,true winners,1,0,NA,0,1,23
29,0,1,68,true winners,0,0,17,0,1,35
29,0,1,72,true winners,1,0,NA,NA,1,48
24,0,1,85,true winners,1,0,NA,NA,NA,NA
30,0,0,70,true winners,0,0,0,0,1,23
36,0,0,53,true winners,0,1,8,0,1,50
36,0,0,48,true winners,0,1,4,0,1,20
33,0,1,66,true winners,0,1,12,0,1,40
35,0,1,60,true winners,0,1,NA,0,1,22
26,0,0,64,true winners,0,0,8,0,1,81
34,0,1,56,true winners,0,0,6,1,1,120
28,0,0,74,true winners,0,0,NA,0,NA,NA
32,0,0,64,true winners,1,0,NA,NA,1,36
36,0,0,60,true winners,0,1,7,0,1,60
34,0,1,63,true winners,0,0,3,0,1,71
31,1,1,54,true winners,0,0,11,0,1,8
36,0,1,71,true winners,0,1,2,0,1,NA
27,0,0,67,true winners,0,0,NA,NA,NA,NA
40,1,1,50,true winners,0,1,3,0,1,100
39,0,1,62,true winners,0,1,9,0,1,9
34,0,0,53,true winners,0,0,6,0,1,66
36,1,1,58,true winners,0,1,3,0,1,84
29,0,1,65,true winners,1,1,3,0,1,12
32,0,1,62,true winners,0,0,NA,0,1,60
31,0,1,62,true winners,0,1,10,0,1,25
27,0,0,65,true winners,0,0,NA,NA,1,NA
39,0,1,70,true winners,0,1,NA,0,1,56
39,0,0,75,true winners,0,1,NA,NA,0,0
26,0,1,63,true winners,1,0,5,0,NA,NA
33,0,0,53,true winners,0,1,7,0,1,56
37,0,0,56,true winners,0,1,2,0,1,40
